DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,PARTA2NAMEOFCOMP,PARTA5COMMODITY,INTER_INTRA,STATE_NAME,PARTJTONUNKWN,PARTJTONPRE1940,PARTJTON194049,PARTJTON195059,PARTJTON196069,PARTJTON197079,PARTJTON198089,PARTJTON199099,PARTJTON200009,PARTJTON201019,PARTJTON202029,PARTJTONTOTAL,PARTJTOFFUNKWN,PARTJTOFFPRE1940,PARTJTOFF194049,PARTJTOFF195059,PARTJTOFF196069,PARTJTOFF197079,PARTJTOFF198089,PARTJTOFF199099,PARTJTOFF200009,PARTJTOFF201019,PARTJTOFF202029,PARTJTOFFTOTAL,PARTJTUNKWNTOT,PARTJTPRE1940TOT,PARTJT194049TOT,PARTJT195059TOT,PARTJT196069TOT,PARTJT197079TOT,PARTJT198089TOT,PARTJT199099TOT,PARTJT200009TOT,PARTJT201019TOT,PARTJT202029TOT,PARTJTTOTAL,PARTJGONAUNKWN,PARTJGONAPRE1940,PARTJGONA194049,PARTJGONA195059,PARTJGONA196069,PARTJGONA197079,PARTJGONA198089,PARTJGONA199099,PARTJGONA200009,PARTJGONA201019,PARTJGONA202029,PARTJGONATOTAL,PARTJGONBUNKWN,PARTJGONBPRE1940,PARTJGONB194049,PARTJGONB195059,PARTJGONB196069,PARTJGONB197079,PARTJGONB198089,PARTJGONB199099,PARTJGONB200009,PARTJGONB201019,PARTJGONB202029,PARTJGONBTOTAL,PARTJGONCUNKWN,PARTJGONCPRE1940,PARTJGONC194049,PARTJGONC195059,PARTJGONC196069,PARTJGONC197079,PARTJGONC198089,PARTJGONC199099,PARTJGONC200009,PARTJGONC201019,PARTJGONC202029,PARTJGONCTOTAL,PARTJGOFFUNKWN,PARTJGOFFPRE1940,PARTJGOFF194049,PARTJGOFF195059,PARTJGOFF196069,PARTJGOFF197079,PARTJGOFF198089,PARTJGOFF199099,PARTJGOFF200009,PARTJGOFF201019,PARTJGOFF202029,PARTJGOFFTOTAL,PARTJGUNKWNTOT,PARTJGPRE1940TOT,PARTJG194049TOT,PARTJG195059TOT,PARTJG196069TOT,PARTJG197079TOT,PARTJG198089TOT,PARTJG199099TOT,PARTJG200009TOT,PARTJG201019TOT,PARTJG202029TOT,PARTJGTOTAL,PARTJUNKWNTOT,PARTJPRE1940TOT,PARTJ194049TOT,PARTJ195059TOT,PARTJ196069TOT,PARTJ197079TOT,PARTJ198089TOT,PARTJ199099TOT,PARTJ200009TOT,PARTJ201019TOT,PARTJ202029TOT,PARTJTOTAL
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MICHIGAN,0,0,166.164,261.629,384.966,286.27,114.856,79.953,9.137,3.851,1.717,1308.543,,,,,,,,,,,,,0,0,166.164,261.629,384.966,286.27,114.856,79.953,9.137,3.851,1.717,1308.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.164,261.629,384.966,286.27,114.856,79.953,9.137,3.851,1.717,1308.543
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,145.745,140.367,75.315,2.619,2.209,6.411,0.296,0,372.962,,,,,,,,,,,,,0,0,0,145.745,140.367,75.315,2.619,2.209,6.411,0.296,0,372.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.745,140.367,75.315,2.619,2.209,6.411,0.296,0,372.962
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,MISSOURI,0,0,97.17,78.636,72.315,1.584,0.434,19.997,0,1.16,0.404,271.7,,,,,,,,,,,,,0,0,97.17,78.636,72.315,1.584,0.434,19.997,0,1.16,0.404,271.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.17,78.636,72.315,1.584,0.434,19.997,0,1.16,0.404,271.7
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,NEBRASKA,0,0,3.626,4.114,0,0.542,0.36,0,0,0,0,8.642,,,,,,,,,,,,,0,0,3.626,4.114,0,0.542,0.36,0,0,0,0,8.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.626,4.114,0,0.542,0.36,0,0,0,0,8.642
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OHIO,0,0,0,95.659,76.146,84.121,7.651,45.784,4.561,2.032,0.363,316.317,,,,,,,,,,,,,0,0,0,95.659,76.146,84.121,7.651,45.784,4.561,2.032,0.363,316.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.659,76.146,84.121,7.651,45.784,4.561,2.032,0.363,316.317
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,OKLAHOMA,0,0,57.695,31.085,96.762,94.262,65.997,0,0.109,0.386,0.026,346.322,,,,,,,,,,,,,0,0,57.695,31.085,96.762,94.262,65.997,0,0.109,0.386,0.026,346.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.695,31.085,96.762,94.262,65.997,0,0.109,0.386,0.026,346.322
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TENNESSEE,0,0,0,117.875,132.33,73.694,0,0.196,0,4.187,0.588,328.87,,,,,,,,,,,,,0,0,0,117.875,132.33,73.694,0,0.196,0,4.187,0.588,328.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.875,132.33,73.694,0,0.196,0,4.187,0.588,328.87
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,TEXAS,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,0,137.062,,,,,,,,,,,,,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,0,137.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.716,0,89.04,20.682,25.614,0,0.01,0,0,137.062
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTERSTATE,WISCONSIN,0,0,109.386,369.185,944.679,237.59,3.677,76.501,64.836,6.779,0.981,1813.614,,,,,,,,,,,,,0,0,109.386,369.185,944.679,237.59,3.677,76.501,64.836,6.779,0.981,1813.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.386,369.185,944.679,237.59,3.677,76.501,64.836,6.779,0.981,1813.614
2/2/2026,2024,20251048,46918,405,ANR PIPELINE CO,Natural Gas,INTRASTATE,MICHIGAN,0,0,0,0,0,0,0,2.874,0,0.048,0.007,2.929,,,,,,,,,,,,,0,0,0,0,0,0,0,2.874,0,0.048,0.007,2.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.874,0,0.048,0.007,2.929
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,TEXAS,0,0,0,0,0,0,0,0,0,23.8,0,23.8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23.8,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,23.8
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTERSTATE,WYOMING,0,0,0,0,48.5,112.8,16.8,62,2.2,0,0.2,242.5,,,,,,,,,,,,,0,0,0,0,48.5,112.8,16.8,62,2.2,0,0.2,242.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,112.8,16.8,62,2.2,0,0.2,242.5
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,COLORADO,0,0,0,0,0,1,0,0,0,2.96,0,3.96,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,2.96,0,3.96,41.2,0,0,0,0,55,33.4,6.2,8.4,42.3,2.7,189.2,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,208,59.8,13.7,34,377,30,735,,,,,,,,,,,,,53.7,0,0,0,0,263,93.2,19.9,42.4,419.3,32.7,924.2,53.7,0,0,0,0,264,93.2,19.9,42.4,422.26,32.7,928.16
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,NEW MEXICO,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9,45.4,126.3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,80.9,45.4,126.3,0,0,0,0,0,0,0,0,0,80.9,45.4,126.3
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,3.11,0,3.11,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3.11,0,3.11,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1073,100.8,1233.8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,1073.33,100.8,1234.13,0,0,0,0,0,0,0,0,60,1076.44,100.8,1237.24
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,UTAH,0,0,0,0,0,0,0,0,0.13,2,0,2.13,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.13,2,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,1.84,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1.84,0,1.84,0,0,0,0,0,0,0,0,0.13,3.84,0,3.97
2/2/2026,2024,20251118,46863,473,"WESTERN MIDSTREAM PARTNERS, LP",Natural Gas,INTRASTATE,WYOMING,0,0,0,0,0,54,1.8,12,0,4.63,0.01,72.44,,,,,,,,,,,,,0,0,0,0,0,54,1.8,12,0,4.63,0.01,72.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,0,0,0,48.3,31.9,52.46,60,91,261.76,22.16,1212.58,,,,,,,,,,,,,645,0,0,0,48.3,31.9,52.46,60,91,261.76,22.16,1212.58,645,0,0,0,48.3,85.9,54.26,72,91,266.39,22.17,1285.02
2/2/2026,2024,20250529,45566,515,DAKOTA GASIFICATION COMPANY,Synthetic Gas,INTRASTATE,NORTH DAKOTA,0,0,0,0,0,0,35.38,0,0,4.39,0,39.77,,,,,,,,,,,,,0,0,0,0,0,0,35.38,0,0,4.39,0,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.38,0,0,4.39,0,39.77
2/2/2026,2024,20250470,45506,570,FERNDALE PIPELINE SYSTEM,Natural Gas,INTRASTATE,WASHINGTON,0,0,0,0,0,0,0,36.2,0,0,0,36.2,,,,,,,,,,,,,0,0,0,0,0,0,0,36.2,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,36.2
2/2/2026,2024,20250077,45083,585,ARGYLE MUNICIPAL GAS SYSTEM,Natural Gas,INTRASTATE,MINNESOTA,0,0,0,0,2,0,0,0,0,0.01,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.01,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.01,0,2.01
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,ARKANSAS,0.03,118.37,224.65,581.75,1038.69,123.35,326.49,218.68,141.68,101.94,26.3,2901.93,0,0,0,0,0,0,0,0,0,0,0,0,0.03,118.37,224.65,581.75,1038.69,123.35,326.49,218.68,141.68,101.94,26.3,2901.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,118.37,224.65,581.75,1038.69,123.35,326.49,218.68,141.68,101.94,26.3,2901.93
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,KANSAS,0,3.81,9.65,10.73,1.95,2.95,0.55,0.65,2.43,0.32,0,33.04,,,,,,,,,,,,,0,3.81,9.65,10.73,1.95,2.95,0.55,0.65,2.43,0.32,0,33.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,9.65,10.73,1.95,2.95,0.55,0.65,2.43,0.32,0,33.04
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,LOUISIANA,0,12.94,33.19,154.25,130.79,73.54,159.13,123.17,62.11,16.19,15.97,781.28,,,,,,,,,,,,,0,12.94,33.19,154.25,130.79,73.54,159.13,123.17,62.11,16.19,15.97,781.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94,33.19,154.25,130.79,73.54,159.13,123.17,62.11,16.19,15.97,781.28
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSISSIPPI,0,0,0,3.19,0,0,0,0.11,0,0,0,3.3,,,,,,,,,,,,,0,0,0,3.19,0,0,0,0.11,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0.11,0,0,0,3.3
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,MISSOURI,0,0,0,0,2.24,0,0,0,0.03,0,0,2.27,,,,,,,,,,,,,0,0,0,0,2.24,0,0,0,0.03,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0.03,0,0,2.27
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,OKLAHOMA,0.03,35.29,7.73,105.51,302.88,448.89,283.38,171.15,74.46,44.08,10.01,1483.41,,,,,,,,,,,,,0.03,35.29,7.73,105.51,302.88,448.89,283.38,171.15,74.46,44.08,10.01,1483.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0.03,35.29,7.73,105.51,302.88,448.89,283.38,171.15,74.46,44.08,10.01,1483.41
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TENNESSEE,0,0,0,7.06,0,0.08,0,0,0.18,0.13,0,7.45,,,,,,,,,,,,,0,0,0,7.06,0,0.08,0,0,0.18,0.13,0,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0.08,0,0,0.18,0.13,0,7.45
2/2/2026,2024,20251027,46082,602,"ENABLE GAS TRANSMISSION, LLC",Natural Gas,INTERSTATE,TEXAS,0,72.62,52.36,84.49,63.93,38.98,34.3,16.34,64.27,12.95,0.81,441.05,0,0,0,0,0,0,0,0,0,0,0,0,0,72.62,52.36,84.49,63.93,38.98,34.3,16.34,64.27,12.95,0.81,441.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.62,52.36,84.49,63.93,38.98,34.3,16.34,64.27,12.95,0.81,441.05
2/2/2026,2024,20251286,46367,603,SUMMIT UTILITIES INC.,Natural Gas,INTRASTATE,ARKANSAS,0,0,0,19.14,25,5.48,16.3,2.13,1.12,,0,69.17,,,,,,,,,,,,,0,0,0,19.14,25,5.48,16.3,2.13,1.12,,0,69.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.14,25,5.48,16.3,2.13,1.12,0,0,69.17
2/2/2026,2024,20251290,46373,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,ARKANSAS,1.06,0,0,5.54,0,7.23,11.81,12.95,6.45,1.76,0,46.8,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,5.54,0,7.23,11.81,12.95,6.45,1.76,0,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,5.54,0,7.23,11.81,12.95,6.45,1.76,0,46.8
2/2/2026,2024,20251290,46373,621,ARKANSAS OKLAHOMA GAS CORP,Natural Gas,INTRASTATE,OKLAHOMA,2.6,0,0,0,2.25,2.72,6.08,9.03,5.27,5.21,2.77,35.93,,,,,,,,,,,,,2.6,0,0,0,2.25,2.72,6.08,9.03,5.27,5.21,2.77,35.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,2.25,2.72,6.08,9.03,5.27,5.21,2.77,35.93
2/2/2026,2024,20250242,45264,660,"ARLINGTON ENERGY GROUP, LLC",Natural Gas,INTRASTATE,MISSISSIPPI,0,0,23,0,0,0,0,0,0,0,3,26,,,,,,,,,,,,,0,0,23,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,3,26
2/2/2026,2024,20251095,46155,792,ATLANTA GAS LIGHT CO,Landfill Gas,INTRASTATE,GEORGIA,0,0,0,0,0,0,0,0,0.2,6.3,0,6.5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.2,6.3,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,6.3,0,6.5
2/2/2026,2024,20251110,46608,792,ATLANTA GAS LIGHT CO,Natural Gas,INTRASTATE,GEORGIA,9.8,0,0,64.6,240,45.3,276.6,34.3,173.4,163.1,1,1008.1,,0,,,,,,,,,,0,9.8,0,0,64.6,240,45.3,276.6,34.3,173.4,163.1,1,1008.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,64.6,240,45.3,276.6,34.3,173.4,163.1,1,1008.1
2/2/2026,2024,20250943,45997,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,ARIZONA,0,0,0,0,0,0,0.505,1.453,0.052,0,0,2.01,,,,,,,,,,,,,0,0,0,0,0,0,0.505,1.453,0.052,0,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,1.453,0.052,0,0,2.01
2/2/2026,2024,20250943,45997,840,MOJAVE PIPELINE OPERATING COMPANY,Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,86.56,383.72,89.217,0.518,0.021,560.036,,,,,,,,,,,,,0,0,0,0,0,0,86.56,383.72,89.217,0.518,0.021,560.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.56,383.72,89.217,0.518,0.021,560.036
2/2/2026,2024,20250401,45432,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,0,0,0,1.28,0,0,1.28,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,1.28
2/2/2026,2024,20250401,45432,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Hydrogen Gas,INTRASTATE,TEXAS,0,49.88,0,0,0.07,22.91,44.23,109.6,30.91,96.94,12.11,366.65,,,,,,,,,,,,,0,49.88,0,0,0.07,22.91,44.23,109.6,30.91,96.94,12.11,366.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,49.88,0,0,0.07,22.91,44.23,109.6,30.91,96.94,12.11,366.65
2/2/2026,2024,20250368,45397,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,LOUISIANA,0,0,0,0,0,8.56,0,2.41,0,0,0,10.97,,,,,,,,,,,,,0,0,0,0,0,8.56,0,2.41,0,0,0,10.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56,0,2.41,0,0,0,10.97
2/2/2026,2024,20250368,45397,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Natural Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,5.73,0.04,0,0.67,0,6.44,,,,,,,,,,,,,0,0,0,0,0,0,5.73,0.04,0,0.67,0,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,0.04,0,0.67,0,6.44
2/2/2026,2024,20250400,45431,842,AIR LIQUIDE LARGE INDUSTRIES U.S. LP,Synthetic Gas,INTRASTATE,TEXAS,0,0,0,0,0,0,0,0,0,42.57,0,42.57,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,42.57,0,42.57,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.57,0,42.57
2/2/2026,2024,20251168,46231,844,KERN RIVER GAS TRANSMISSION CO,Natural Gas,INTERSTATE,CALIFORNIA,0,0,0,0,0,0,0,102.528,135.693,8.648,0,246.869,,,,,,,,,,,,,0,0,0,0,0,0,0,102.528,135.693,8.648,0,246.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.528,135.693,8.648,0,246.869
